name,distance,address,telephone,rating,review_counts,closed
Tandoori Curry House,900.2551131198437,"2306 Queen Street East, Toronto, ON M4E 1G8, Canada",+1 416-694-3056,4.0,15,False
ViVetha Bistro,1028.8566169928768,"2485 Queen Street E, Toronto, ON M4E 1H9, Canada",+1 416-686-5688,4.0,87,False
Regency Restaurant,972.0199769310037,"1423 Gerrard Street E, Toronto, ON M4L 1Z7, Canada",+1 416-778-7366,4.0,78,False
Lahore Tikka House,1094.1548575047816,"1365 Gerrard Street E, Toronto, ON M4L 1Z3, Canada",+1 416-406-1668,3.5,544,False
The Famous Indian Cuisine,1033.1013235545124,"1410 Gerrard Street E, Toronto, ON M4L 1Z4, Canada",+1 416-406-4511,4.0,66,False
Chowpatty Culture,894.8959372445634,"1966 Queen Street E, Toronto, ON M4L 1H8, Canada",+1 416-691-0404,5.0,1,False
Karma's Kitchen,1004.40830823768,"1411 Gerrard Street E, Toronto, ON M4L 1Z5, Canada",+1 647-345-2762,4.0,63,False
Udupi Palace,939.3197877287486,"1460 Gerrard Street E, Toronto, ON M4L 2A3, Canada",+1 416-405-8189,3.5,208,False
Chandni Chowk Restaurant,1001.2958101943752,"1426 Gerrard Street E, Toronto, ON M4L 1Z6, Canada",+1 416-469-4466,4.0,32,False
Leela Indian Food Bar,1104.3885378862387,"1386 Gerrard Street E, Toronto, ON M4L 1Z2, Canada",+1 416-461-8088,4.0,18,False
Gautama,1028.3387197549166,"1416 Gerrard Street E, Toronto, ON M4L 1Z6, Canada",+1 416-469-4444,3.5,64,False
Motimahal,1009.8962089478891,"1422 Gerrard St E, Toronto, ON M4L 1Z6, Canada",+1 416-461-3111,3.5,112,False
Bombay Chowpatty,1105.7000760065798,"1386 Gerrard St E, Toronto, ON M4L, Canada",+1 416-405-8080,3.0,59,False
Butter Chicken Roti,373.80875035695203,"1610 Queen Street E, Toronto, ON M4L 1G2, Canada",+1 647-349-7684,2.5,13,False
Nitya Restaurant,954.5045492941516,"1433 Gerrard St E, Toronto, ON M4L 1Z6, Canada",+1 416-469-1500,3.5,4,False
India Paan,961.936498737447,"1427 Gerrard St E, Toronto, ON M4L 1Z7, Canada",+1 416-461-8914,2.0,4,False
Baldev Paan Cold Drink House,1026.041408126333,"1399 Gerrard Street E, Toronto, ON M4L 1Z5, Canada",+1 416-463-7226,3.0,3,False
Lahore BBQ Paan Center,950.359396141217,"1435 Gerrard Street E, Toronto, ON M4L 1Z7, Canada",+1 416-462-3293,3.0,15,False
Indian Rasoi,948.7194502678167,"1437 Gerrard Street E, Toronto, ON M4L 1Z7, Canada",+1 416-461-0896,2.0,13,False
Tandoor,1001.3697696211489,"1430 Gerrard St E, Toronto, ON M4L 1Z6, Canada",+1 416-778-0033,1.0,4,False
Delhi Bistro,368.2168958023575,"2214 Queen Street E, Toronto, ON M4E 1E9, Canada",+1 647-351-6112,4.0,38,False
Tandoori Curry House,629.7413615887327,"2306 Queen Street East, Toronto, ON M4E 1G8, Canada",+1 416-694-3056,4.0,15,False
ViVetha Bistro,728.5519969506174,"2485 Queen Street E, Toronto, ON M4E 1H9, Canada",+1 416-686-5688,4.0,87,False
Delhi Bistro,38.3548164987644,"2214 Queen Street E, Toronto, ON M4E 1E9, Canada",+1 647-351-6112,4.0,38,False
Tandoori Curry House,436.9508019651261,"2306 Queen Street East, Toronto, ON M4E 1G8, Canada",+1 416-694-3056,4.0,15,False
Bowl of Karma,998.8610762851829,"1036 Kingston Road, Toronto, ON M4E 1T4, Canada",+1 416-693-0110,4.0,14,False
ViVetha Bistro,566.3455374593074,"2485 Queen Street E, Toronto, ON M4E 1H9, Canada",+1 416-686-5688,4.0,87,False
Aanch,699.7953860867857,"259 Wellington St W, Toronto, ON M5V, Canada",+1 416-599-0513,4.0,189,False
Indian Roti House,521.528199219579,"256 Queens Quay W, Toronto, ON M5J 1B5, Canada",+1 416-260-6666,4.0,231,False
Aroma Fine Indian Cuisine,892.8765659845556,"287 King St W, Toronto, ON M5V 1J5, Canada",+1 416-971-7242,3.5,224,False
Roti Mahal Indian Cuisine,1346.161529948262,"554 Queen Street W, Toronto, ON M5V 2B5, Canada",+1 416-546-9404,4.5,17,False
Swades Indian Cuisine,908.609950505915,"208 Queens Quay West, Harbourfront centre, Toronto, ON M5J 2Y5, Canada",+1 416-368-7272,2.5,37,False
Angithi Biryani and Wraps,228.59890693683073,"363 Bremner Boulevard, Toronto, ON M5V 3V4, Canada",+1 416-551-1777,2.0,9,False
Stratus Restaurant,1268.4888419679858,"79 Wellington Street W, TD South Tower, 36th Fl., Toronto, ON M5K 1J5, Canada",+1 416-865-1924,5.0,1,False
Annalakshmi,681.939771933612,"277 Wellington Street W, Unit 100B, Toronto, ON M5V 3E4, Canada",+1 416-792-3672,3.0,22,False
Chin Chin Street Side Kitchen,222.62894616614992,"363 Bremner Boulevard, Toronto, ON M5V 3V4, Canada",+1 416-901-1990,3.5,49,False
Butter Chicken Roti,1128.9442180501728,"55 Front Street W, Union Station, Toronto, ON M5J 1E6, Canada",+1 647-943-0289,4.0,3,False
Friends Butter Chicken,1367.6373123355818,"657 Queen Street W, Toronto, ON M6J 1E6, Canada",,4.5,4,False
Amaya,853.2609324856877,"200 Simcoe Place, Toronto, ON M5V 3K2, Canada",,1.5,10,False
Tahini's,840.9212920641659,"347 King Street W, Toronto, ON M5V 1J5, Canada",+1 647-925-4786,4.0,1,False
Olly Fresco's,1315.501577464719,"Royal Bank Plaza, 200 Bay Street, Toronto, ON M5J 2J2, Canada",+1 416-203-0444,4.0,36,False
Coco Rice Thai Cuisine,1067.6450514294456,"669 King Street W, Toronto, ON M5V 1M9, Canada",+1 416-504-9434,3.5,114,False
Lahore Tikka House,1223.8631260609154,"1365 Gerrard Street E, Toronto, ON M4L 1Z3, Canada",+1 416-406-1668,3.5,544,False
Karma's Kitchen,1185.5917893348974,"1411 Gerrard Street E, Toronto, ON M4L 1Z5, Canada",+1 647-345-2762,4.0,63,False
The Social Gardener,1281.2064934946204,"1326 Gerrard Street  E, Toronto, ON M4L 1Z1, Canada",+1 416-465-6021,3.5,5,False
Butter Chicken Roti,423.3196193039433,"1610 Queen Street E, Toronto, ON M4L 1G2, Canada",+1 647-349-7684,2.5,13,False
Baldev Paan Cold Drink House,1192.8947493237868,"1399 Gerrard Street E, Toronto, ON M4L 1Z5, Canada",+1 416-463-7226,3.0,3,False
Suruthi's Take Out & Catering,457.1786204348347,"585 Parliament Street, Toronto, ON M4X 1P9, Canada",+1 416-925-1939,4.0,12,False
Sher-E-Punjab,1281.3211573704311,"351 Danforth Avenue, Toronto, ON M4K 1N7, Canada",+1 416-465-2125,4.0,96,False
Butter Chicken Factory,487.1975238126775,"560 Parliament Street, Toronto, ON M4X 1P8, Canada",+1 416-964-7583,3.5,161,False
Momo Hut & Gardens,1386.3718129450215,"401 Danforth Avenue, Danforth, Toronto, ON M4K 1P1, Canada",+1 416-363-8580,4.5,124,False
Momo Ghar,492.37142360751477,"568 Parliament St, Toronto, ON M4X 1P6, Canada",+1 416-920-8224,5.0,12,False
BBQ Chicken Factory,476.0437210508118,"292 Wellesley Street E, Toronto, ON M4X 1H1, Canada",+1 647-352-7111,4.0,2,False
Papyrus,1263.3922085845156,"337 Danforth Avenue, Toronto, ON M4K 1N7, Canada",+1 647-352-3878,5.0,51,False
Kabab & Tikah House,921.6143693096748,"178 Carlton Street, Toronto, ON M5A 2K3, Canada",+1 416-964-8414,2.0,10,False
Rikki Tikki,178.85067210294207,"209 Augusta Avenue, Toronto, ON M5T 2L4, Canada",+1 416-792-3229,5.0,27,False
Aanch,1197.6647813974282,"259 Wellington St W, Toronto, ON M5V, Canada",+1 416-599-0513,4.0,189,False
Saffron Spice Kitchen,565.6283088548928,"459 Queen Street W, Toronto, ON M5V 2A9, Canada",+1 416-203-0222,4.0,137,False
The Cottage Cheese,432.0012833442062,"64 Oxford Street, Toronto, ON M5T 1P1, Canada",+1 647-368-8633,4.5,21,False
Roti Mahal Indian Cuisine,567.4116697658377,"554 Queen Street W, Toronto, ON M5V 2B5, Canada",+1 416-546-9404,4.5,17,False
Aroma Fine Indian Cuisine,1151.9920458860017,"287 King St W, Toronto, ON M5V 1J5, Canada",+1 416-971-7242,3.5,224,False
Sizzler Kabab,454.7203868994035,"381 Spadina Avenue, Toronto, ON M5T 2G6, Canada",+1 416-551-7786,3.5,51,False
My Roti Place,535.9079394491426,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,3.5,73,False
Naanspot- Modern Indian Cuisine,591.0041051812519,"310 College Street, Toronto, ON M5T 1S2, Canada",+1 647-343-6226,4.0,5,False
My Dosa Place,534.100943265143,"406 Queen Street W, Toronto, ON M5V 2A6, Canada",+1 416-366-5554,4.0,1,False
Thindi,606.4865287822234,"400 College Street, Toronto, ON M5T 1S7, Canada",,4.0,6,False
Maezo Indian Cuisine,983.9557702741383,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Hawker,436.02762239555585,"291 Augusta Ave, Toronto, ON M5T 1N9, Canada",+1 416-628-1905,5.0,38,False
The Pomegranate Restaurant,651.659731754919,"420 College Street, Toronto, ON M5T 1T3, Canada",+1 416-921-7557,4.0,197,False
The Bombay,1031.24350644618,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Fresh on Spadina,672.5595517667392,"147 Spadina Avenue, Toronto, ON M5V 2L7, Canada",+1 416-599-4442,4.0,435,False
Spicy Grill Indo Pak Cuisine,436.02762239555585,"291 Augusta Ave, Toronto, ON M5T 3A9, Canada",+1 416-968-7111,2.5,7,False
TO’s Kathi Roll Eatery,562.7144972146006,"465 Queen Street W, Toronto, ON M5V 2A9, Canada",,4.5,2,False
Saigon Lotus,277.5759014536752,"6 St Andrew Street, Toronto, ON M5T 1K6, Canada",+1 416-901-1115,4.5,219,False
Friends Butter Chicken,652.6552780916908,"657 Queen Street W, Toronto, ON M6J 1E6, Canada",,4.5,4,False
Maurya East Indian Roti,638.5479024248345,"150 E Liberty Street, Toronto, ON M6K 3R5, Canada",+1 647-347-7002,3.0,43,False
My Roti Place,707.7321287939892,"901 King Street West, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,4.5,34,False
6ixTriangles,528.5465842028167,"127 Jefferson Avenue, Toronto, ON M6K 3E4, Canada",+1 416-539-0555,3.5,7,False
Curryish Tavern,949.0836367645969,"783 Queen Street W, Toronto, ON M6J 1G1, Canada",+1 416-392-7837,4.0,11,False
IST Snack Bar,967.016024055696,"1263 Queen Street W, Toronto, ON M6K 1L4, Canada",,3.5,13,False
My Roti Place,707.7321287939892,"901 King Street W, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,5.0,1,False
Fresh on Crawford,394.1680110505486,"894 Queen Street W, Toronto, ON M6J 1G3, Canada",+1 416-599-4442,3.5,193,False
Bindia Indian Bistro,990.5395092613837,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
Bombay Palace,947.9796646961221,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
Indian Spice Room,1202.9034064268776,"717 Queen Street E, Toronto, ON M4M 1H1, Canada",+1 647-349-1009,4.0,9,False
King Place,1162.8620495145778,"236 Sherbourne Street, Unit 1, Toronto, ON M5A 2R7, Canada",+1 647-352-0786,3.5,44,False
Butter Chicken Roti,760.9326129928712,"201 King Street E, Unit 3, Toronto, ON M5A 1J5, Canada",+1 416-551-9933,3.5,37,False
Karma’s Kitchen,846.4010446650657,"140 The Esplanade, Unit 4, Toronto, ON M5A 4P5, Canada",,2.0,1,False
Chachu's,605.9407431239804,"179 Parliament Street, Toronto, ON M5A 1T1, Canada",,3.5,2,False
Chaska,941.7706178189629,"16 Richardson Street, Unit 2, Toronto, ON M5A 1B4, Canada",+1 416-594-0104,1.0,1,False
786 Halal Biryani House,1150.2889813116906,"236 Sherbourne Street, Toronto, ON M5A 3X2, Canada",+1 647-352-0786,2.0,6,False
Khazana - By Chef Sanjeev Kapoor,148.57922801995576,"261 Yonge Street, Toronto, ON M5B 1N8, Canada",+1 905-789-8738,3.5,20,False
Little India Restaurant,885.9231662616945,"255 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-205-9836,3.5,435,False
Spice66,132.34116523063904,"335 Yonge And Dundas, Toronto, ON M5B 2L3, Canada",+1 416-816-2766,4.0,3,False
Bindia Indian Bistro,1122.3558258218459,"16 Market St., Toronto, ON M5E 1M6, Canada",+1 416-863-0000,4.0,207,False
The Host Fine Indian Cuisine,383.3641114947452,"87 Elm Street, Toronto, ON M5G 0A8, Canada",+1 416-962-4678,3.5,131,False
T|Bar,292.7931596968082,"Chelsea Hotel, 33 Gerrard Street W, Toronto, ON M5G 1Z4, Canada",+1 416-585-4961,3.5,13,False
Maezo Indian Cuisine,673.3371382123447,"102-250 Dundas Street W, Toronto, ON M5T 2Z6, Canada",+1 416-941-0000,4.5,12,False
Matagali Restaurant,290.36115084604563,"69 Elm Street, Toronto, ON M5G 1H2, Canada",+1 416-599-9994,3.5,57,False
Indian Biriyani House,423.8945209423772,"181 Dundas St W, Toronto, ON M5G 1C7, Canada",+1 416-340-1254,2.5,71,False
Byblos,1090.294420152083,"11 Duncan Street, Toronto, ON M5V 3M2, Canada",+1 647-660-0909,4.5,910,False
The Bombay,900.5965898368572,"259 Queen Street W, Toronto, ON M5V 1Z4, Canada",+1 416-519-2550,3.0,9,False
Colaba Junction,654.9233864982358,"801 Bay Street, Unit 3 & 4, Toronto, ON M5S 1Y9, Canada",+1 416-646-8800,3.0,81,False
Punjabi Chaap Corner,244.03541355087475,"38 Elm Street, Unit 06A, Toronto, ON M5G 2K5, Canada",+1 416-598-3787,4.0,5,False
Bombay Palace,940.8348508739571,"71 Jarvis Street, Toronto, ON M5C 2H2, Canada",+1 416-368-8048,3.5,59,False
Indian Roti House,932.8289008688763,"471 Church Street, Toronto, ON M4Y 2C5, Canada",+1 647-987-7684,3.5,43,False
PLANTA Toronto,774.3709666423025,"180 Queen Street W, Toronto, ON M5V 3X3, Canada",+1 647-812-1210,4.0,168,False
Chaska,978.7087401341129,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",,4.0,12,False
Laziz Curry Kitchen,496.4995035030657,"151 Dundas St E, Toronto, ON M5B 1E4, Canada",+1 416-762-9440,3.5,2,False
Globol Restaurants,685.2708292752934,"60 Carlton Street, Loblaws Maple Leaf Gardens, Toronto, ON M5B 1J2, Canada",,5.0,1,False
King Place,850.113063732685,"236 Sherbourne Street, Unit 1, Toronto, ON M5A 2R7, Canada",+1 647-352-0786,3.5,44,False
The Chulo,486.5660913666503,"394 Bloor Street, Unit 102, Toronto, ON M5S 1X4, Canada",+1 416-925-9777,5.0,1,False
Indian Desire,500.81079260993374,"469 Bloor Street W, Toronto, ON M5S 1X9, Canada",+1 416-519-0604,4.5,17,False
Masala Guys,469.02320322550776,"384 Bloor Street W, Toronto, ON M5S 1X2, Canada",+1 416-901-3988,4.5,7,False
Roti Cuisine of India,560.6498344949316,"308 Dupont Street, Toronto, ON M5R 1W1, Canada",+1 416-968-9366,4.5,122,False
Fat Pasha,656.35517278425,"414 Dupont Street, Toronto, ON M5R 1V9, Canada",+1 647-340-6142,4.0,210,False
Gully,628.1591171014511,"521 Bloor Street W, Toronto, ON M5S 1Y4, Canada",+1 416-516-9099,5.0,1,False
Matha Roti - East Indian Cuisine,917.2067651169144,"141 Harbord Street, Toronto, ON M5S 2M2, Canada",+1 416-966-6955,4.0,34,False
Annapurna Vegetarian Restaurant,758.586077749597,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Govinda's,964.1974784482526,"243 Avenue Road, Toronto, ON M5R 2J6, Canada",+1 888-218-1040,4.0,43,False
Adrak,825.4669780682975,"138 Avenue Road, Toronto, ON M5R 2H6, Canada",+1 416-413-0777,3.5,11,False
Naans & More,761.5136730253889,"795 Bathurst St, Toronto, ON M5S 1Z5, Canada",,5.0,1,False
Ghazale Restaurant,723.2793118706909,"504 Bloor Street W, Toronto, ON M5S 1Y3, Canada",+1 416-537-4417,3.5,98,False
Bombay Roti,659.0699996550404,"529 Bloor Street W, Toronto, ON M5S 1Y5, Canada",+1 647-352-7684,3.5,21,False
Fresh Kitchen + Juice Bar,406.3460786386562,"326 Bloor Street W, Toronto, ON M5S 1W5, Canada",+1 416-599-4442,3.5,336,False
By The Way,517.5977273125013,"400 Bloor Street W, Toronto, ON M5S 1X5, Canada",+1 416-967-4295,3.5,96,False
Raahi Kitchen,730.3946014727081,"543 Saint Clair Avenue W, Toronto, ON M6C 1A3, Canada",+1 416-658-8582,5.0,1,False
Annapurna Vegetarian Restaurant,463.4558802918054,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Roti Cuisine of India,655.3863180066699,"308 Dupont Street, Toronto, ON M5R 1W1, Canada",+1 416-968-9366,4.5,122,False
Fat Pasha,472.12412821359624,"414 Dupont Street, Toronto, ON M5R 1V9, Canada",+1 647-340-6142,4.0,210,False
Himalayan Kitchen,249.78584202259975,"1526 Queen Street W, Toronto, ON M6R 1A1, Canada",+1 416-536-4138,4.5,149,False
Mother India,44.216686334900146,"1456 Queen Street W, Toronto, ON M6K 1M2, Canada",+1 416-588-4634,4.0,206,False
OM Restaurant and Bar,150.1809199738046,"1439 Queen Street W, Toronto, ON M6R 1A1, Canada",+1 416-532-3901,4.0,52,False
Garleek Kitchen,187.91808548112104,"1500 Queen Street W, Toronto, ON M6R 1A4, Canada",+1 416-551-0929,4.5,52,False
Momo Cafe & Zomsa Bar,180.63817059031584,"1498 Queen Street W, Toronto, ON M6R 1A4, Canada",+1 416-551-0997,5.0,2,False
South Indian Dosa Mahal,842.3228173573007,"9 Roncesvalles Avenue, Toronto, ON M6R 2K2, Canada",+1 647-341-8553,4.0,13,False
IST Snack Bar,393.70999798060603,"1263 Queen Street W, Toronto, ON M6K 1L4, Canada",,3.5,13,False
Loga's Corner,24.361922165320497,"216C Close Avenue, Toronto, ON M6K 2V5, Canada",+1 647-761-0965,4.5,173,False
Little Tibet  Restaurant,192.16695077946449,"1449A Queen Street W, Toronto, ON M6R 1A1, Canada",+1 416-532-9728,4.5,26,False
Norling,216.9102978152677,"1512 Queen Street W, Toronto, ON M6R 1A4, Canada",+1 416-532-2877,4.0,72,False
Shangrila Tibetan & Asian Cuisine,469.553318261997,"1600 Queen Street W, Toronto, ON M6R 1A8, Canada",+1 416-588-1100,4.0,96,False
Dave's Hot Chicken,407.68226573124156,"1582 Queen Street W, Toronto, ON M6R 1A6, Canada",+1 416-546-3776,3.5,62,False
Maurya East Indian Roti,597.8152232859361,"150 E Liberty Street, Toronto, ON M6K 3R5, Canada",+1 647-347-7002,3.0,43,False
6ixTriangles,142.70496568023296,"127 Jefferson Avenue, Toronto, ON M6K 3E4, Canada",+1 416-539-0555,3.5,7,False
My Roti Place,1033.8033069098326,"901 King Street West, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,4.5,34,False
IST Snack Bar,644.6498584797256,"1263 Queen Street W, Toronto, ON M6K 1L4, Canada",,3.5,13,False
My Roti Place,1033.8033069098326,"901 King Street W, Toronto, ON M5V 3H5, Canada",+1 416-306-8445,5.0,1,False
Loga's Corner,999.4501896490236,"216C Close Avenue, Toronto, ON M6K 2V5, Canada",+1 647-761-0965,4.5,173,False
Fresh on Crawford,944.28770766057,"894 Queen Street W, Toronto, ON M6J 1G3, Canada",+1 416-599-4442,3.5,193,False
Banjara Indian Cuisine,765.2814312048926,"796 Bloor Street W, Toronto, ON M6G 1L7, Canada",+1 416-963-9360,3.5,446,False
Madras Masala,776.4232094995996,"796 Bloor Street W, Suite 1, Toronto, ON M6G 1L7, Canada",+1 647-342-4359,4.0,161,False
My Roti Place,810.9109858682967,"810 Bloor Street W, Toronto, ON M6G 1L9, Canada",+1 416-588-0202,5.0,1,False
Fat Pasha,848.2012562683964,"414 Dupont Street, Toronto, ON M5R 1V9, Canada",+1 647-340-6142,4.0,210,False
Annapurna Vegetarian Restaurant,633.8289263058828,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Gully,1077.1134841157327,"521 Bloor Street W, Toronto, ON M5S 1Y4, Canada",+1 416-516-9099,5.0,1,False
Ghazale Restaurant,975.0055841602026,"504 Bloor Street W, Toronto, ON M5S 1Y3, Canada",+1 416-537-4417,3.5,98,False
Naans & More,975.246434391781,"795 Bathurst St, Toronto, ON M5S 1Z5, Canada",,5.0,1,False
Bombay Roti,1059.7042409256278,"529 Bloor Street W, Toronto, ON M5S 1Y5, Canada",+1 647-352-7684,3.5,21,False
Banjara Indian Cuisine,1016.154329647424,"796 Bloor Street W, Toronto, ON M6G 1L7, Canada",+1 416-963-9360,3.5,446,False
The Chulo,938.2423479182658,"394 Bloor Street, Unit 102, Toronto, ON M5S 1X4, Canada",+1 416-925-9777,5.0,1,False
Indian Desire,986.0152360742151,"469 Bloor Street W, Toronto, ON M5S 1X9, Canada",+1 416-519-0604,4.5,17,False
Madras Masala,1024.744365039707,"796 Bloor Street W, Suite 1, Toronto, ON M6G 1L7, Canada",+1 647-342-4359,4.0,161,False
Annapurna Vegetarian Restaurant,249.95947518395323,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Fat Pasha,463.99226909414404,"414 Dupont Street, Toronto, ON M5R 1V9, Canada",+1 647-340-6142,4.0,210,False
Roti Cuisine of India,747.1193464874708,"308 Dupont Street, Toronto, ON M5R 1W1, Canada",+1 416-968-9366,4.5,122,False
Gully,889.6651777608001,"521 Bloor Street W, Toronto, ON M5S 1Y4, Canada",+1 416-516-9099,5.0,1,False
My Roti Place,1076.3640371570514,"810 Bloor Street W, Toronto, ON M6G 1L9, Canada",+1 416-588-0202,5.0,1,False
Masala Guys,978.2278442202863,"384 Bloor Street W, Toronto, ON M5S 1X2, Canada",+1 416-901-3988,4.5,7,False
Ghazale Restaurant,827.7299863686593,"504 Bloor Street W, Toronto, ON M5S 1Y3, Canada",+1 416-537-4417,3.5,98,False
Naans & More,843.063995308376,"795 Bathurst St, Toronto, ON M5S 1Z5, Canada",,5.0,1,False
Bombay Roti,883.9804724816911,"529 Bloor Street W, Toronto, ON M5S 1Y5, Canada",+1 647-352-7684,3.5,21,False
By The Way,922.4779643793349,"400 Bloor Street W, Toronto, ON M5S 1X5, Canada",+1 416-967-4295,3.5,96,False
Pukka,368.33056063014334,"778 St. Clair Avenue W, Toronto, ON M6C 1B6, Canada",+1 416-342-1906,4.0,180,False
Raahi Kitchen,454.33060602965054,"543 Saint Clair Avenue W, Toronto, ON M6C 1A3, Canada",+1 416-658-8582,5.0,1,False
Savera Indian Cuisine,471.35540541394795,"815 Saint Clair Avenue W, Toronto, ON M6C 1B9, Canada",+1 416-657-2500,4.0,58,False
Annapurna Vegetarian Restaurant,1195.2079911537437,"1085 Bathurst Street, Toronto, ON M5R 3G8, Canada",+1 416-537-8513,4.0,39,False
Mother India,899.4156117461433,"1456 Queen Street W, Toronto, ON M6K 1M2, Canada",+1 416-588-4634,4.0,206,False
Maurya East Indian Roti,731.067839366797,"150 E Liberty Street, Toronto, ON M6K 3R5, Canada",+1 647-347-7002,3.0,43,False
6ixTriangles,276.73147757633393,"127 Jefferson Avenue, Toronto, ON M6K 3E4, Canada",+1 416-539-0555,3.5,7,False
